"more","id"
"In human beings who perish as a result of earthquakes or volcanic eruptions one notices, during their next incarnation, inner qualities which are quite different. They bring from birth great spiritual pre-dispositions because, through their death, they were brought in touch with forces which showed them the true nature of reality and the illusion of material life.\n \nSource: Rudolf Steiner – An Esoteric Cosmology Lecture XVI: Earthquakes, Volcanoes, and Human Will – Paris, June 12, 1906; (German): Rudolf Steiner – Kosmogonie – GA094 – Parijs, 12 juni 1906 (p 110)","1280"
"The materialist who believes in the teachings of materialism, who believes in the doctrine of “energy and matter”, is not the worst, but he who is dependent on energy and matter. For example the person who can only live in this place in the winter, in summer only in that place, making himself totally dependent on the material environment so as not to become neurasthenic. That is why the main point is not merely that one does not believe in the doctrine of matter and energy, but the point is that we make ourselves independent of materiality. What kind of life is it, if one can only live in a big city in winter, in the summer only in the country? For such people praying does not help and faith does not help either because he is a materialist, dependant on “energy and matter”.\n \nSource: Rudolf Steiner – GA127 – Die Mission der neuen Geistesoffenbarung – St. Gallen 26 februari 1911 – (p 109)\n \nTranslated by Nesta Carsten-Krüger","1279"
"The first thing that should be present in someone who wants to develop truly practical thinking is faith and confidence in the reality, the reality of thoughts. What does that mean? From a glass in which there is no water, one cannot pour water. And in a world, in which there are no thoughts, one cannot find any thoughts. It is most absurd to believe that the sum of our thoughts is present only in us. If someone dismantles a clock and discovers the laws out of which it was built by thinking, then he must assume that the clockmaker put the parts of the clock together according to these laws. No one should believe that one can design and from a world that was not designed and formed out of thoughts. Everything we discover about nature and natural events consists of nothing else but what first must have been laid into it before. There are no thoughts in our souls, which were not out there in the world beforehand.\n \nSource (German): Rudolf Steiner – GA057 – Wo und wie findet man den Geist? – Berlin 11 February 1909 (p 251)\n \nTranslated by Nesta Carsten-Krüger","1278"
"Think of the marvelous structure of the femur, of the bone which bears the whole body. Its construction is such that the maximum amount of strength is produced with the minimum amount of substance. No engineer could create such a wonder-structure. In comparison with the physical body, the astral body — the seat of passions and desires — is rudimentary and crude.\n \nThe physical world is the expression of wisdom incarnate, divine wisdom.\n \nSource: Rudolf Steiner – An Esoteric Cosmology Lecture IV: Involution and Evolution – Paris, 28 May 1906;(German): Rudolf Steiner – GA094 – Kosmogonie – Parijs, 28 mei 1906 (p 35)","1277"
"Those who have experience of succeeding in the following, know the tremendous effect it has: The human being has myriads of opinions. However, it is not important whether A or B holds something about this or that to be true. The wise as well as the fool believes something under certain circumstances to be right. Each holds his own opinion for infinitely important, and he wants his viewpoint to triumph above all other viewpoints. This is why you so often hear people say: I believe this, I believe that.\n \nTry to look back and to realise, how insignificant it is when someone puts forward his own opinion at every opportunity; it may be the least important, the most incorrect opinion because what we believe usually depends on our own pleasure and displeasure. When we succeed in holding back our own view, then we practice something of great significance and at the same time gain tremendous power. Every suppressed expression of own being, every time we remain silent, we collect new strength towards insight.\n \nThe more we are able to listen and not express our own opinion, the sooner we rise to immediate insight and direct spiritual sight. For someone who does not understand the effect on the human soul of this holding back of one’s own opinion, this is unbelievable. But in the same way that power is collected in a battery, we can collect forces in our souls, when we suppress our opinions. It will result in inner power and strength.\n \nOne who has opinions about everything will develop slowly; he who can be silent, who can let the things themselves speak to him, will soon rise to higher knowledge. There is a golden rule in connection with insight and knowledge: If we don’t utter opinions about the things we encounter, then the things will start to speak to us of themselves. A very important statement of the occult doctrine is: I have learned much from those above me; I’ve learned much from those who are equal to me; and I have learned the most from those underneath me! – It is the learning from those who stand underneath us, the learning by listening and by suppressing our own opinions, that brings us further in our development. And we learn most if we let nature speak to us and we can listen to it. Then we reach what is to be achieved, namely the power to suspend our opinions.\n \nTranslated by Nesta Carsten-Krüger\n \nSource: Rudolf Steiner – GA266a – Aus den Inhalten der esoterischen Stunden – Berlin 21 February 1904 (p 41-42 in the German edition)","1276"
"The fact that — to use a colloquialism — people in the future are not going to get much fun out of developments on the physical plane will bring home to them that further evolution must proceed from spiritual forces.\n \nThis can be understood only by surveying a lengthy period of evolution and applying what is discovered to experiences that will become more and more general in the future. The trend of forces that will manifest in the well-nigh rhythmical onset of war and destruction — processes of which the present catastrophe is but the beginning — will become only too evident. It is childish to believe that anything connected with this war can bring about a permanent era of peace for humanity on the physical plane. That will not be so. What must come about on the earth is spiritual development. \n \nSource: Rudolf Steiner – GA193 – Influences of Lucifer/Ahriman: Lecture Three / Bern – 4th November, 1919 \n \nTranslated by Dorothy S. Osmond","1275"
"Everywhere today we see parties being formed for one object or another. People nowadays have no discernment, nor do they desire to have it where party opinions and party programs are concerned. With intellectual ingenuity, proof can be furnished in support of the most radically opposing theories. Very clever arguments can be used to prove the soundness of Leninism — but the same applies to directly contrary principles and also to what lies between the two extremes. An excellent case can be made out for every party program: but the one who establishes the validity of the opposite program is equally right. The intellectualism prevailing among people today is not capable of demonstrating the inner potentialities and values of anything. It can furnish proofs; but what is intellectually proved should not be regarded as of real value or efficacy in life. People oppose one another in parties because the soundness of every party opinion — at any rate the main party opinions — can be proved with equal justification. Our intellect remains at the surface layer of understanding and does not penetrate to the deeper layer where the truth actually lies. This, too, must be fundamentally and thoroughly understood.\n \nSource: Rudolf Steiner – GA193 – Influences of Lucifer/Ahriman: Lecture Three / Bern – 4th November, 1919","1274"
"In earlier times people had a basic, atavistic clairvoyance. It was possible for them to have Imaginations, even Inspirations. But in contrast to this earlier stage, we have now reached an advanced stage and can form ideas about the physical world. When people still possessed an atavistic clairvoyance, they could not think properly. For proper thinking to develop, the strength used earlier in clairvoyance had to be applied to thinking. Some people nowadays develop clairvoyant faculties at certain times in their life by methods other than those described by spiritual science. This is because they have inherited these faculties from earlier times and they have not yet achieved sound judgment in those areas of life where they are clairvoyant. But we are approaching the time when sound judgment must be present before clairvoyance can be developed on the basis of such mature and balanced judgment.\n \nIn other words, when people these days show certain psychic abilities, a certain clairvoyance, without having done serious exercises, without having studied spiritual science — which, if applied in the right way, can be the best exercise to bring out the old clairvoyance — this does not mean that they are more advanced than everyone else, but rather that they are lagging behind. Having atavistic abilities today does not mean one has reached the stage of clear thinking.\n \nSource: Presence of the Dead: Lecture One: Understanding the Spiritual World (Part One);(German): Rudolf Steiner – GA154 – Wie erwirbt man sich Verständnis für die geistige Welt? – Berlin 18 April 1914 (p 24)\n \nTo be continued","1273"
"The more advanced soul is clearly the one that comes to sound judgments out of its ordinary understanding — and this ordinary understanding is completely sufficient to grasp spiritual science if one is free of preconceived notions. We are making a great mistake if we allow atavistic clairvoyant abilities to impress us. We are on the wrong track if we believe such a person’s soul is particularly advanced. That this soul shows such abilities means that it has failed to go through certain things that had to be experienced in the age of clairvoyance. Therefore, that soul is now catching up on what was missed earlier. It is quite grotesque when people involved in spiritual science believe that someone who displays a certain clairvoyance without having studied spiritual science must have been someone important in a previous life. Such a person was quite certainly less important than someone displaying sound judgment about things.\n \nSource: Presence of the Dead: Lecture One: Understanding the Spiritual World (Part One);(German): Rudolf Steiner – GA154 – Wie erwirbt man sich Verständnis für die geistige Welt? – Berlin 18 April 1914 (p 25)","1272"
"Just as a man servant (or even an alarm clock) can be trained to awaken a much cleverer man than himself, so a person much inferior in cleverness, or even in goodness, can educate someone who has greater possibilities than he.\n \nSource: GA293 – The Study of Man: Lecture XI – Stuttgart 2nd September 1919","1271"
"For the spiritual scientist, anger is also the harbinger of something quite different. Life shows us that a person who is unable to flare up with anger at injustice or folly will never develop true kindness and love. Equally, a person who educates himself through noble anger will have a heart abounding in love, and through love he will do good. Love and kindness are the obverse of noble anger. Anger that is overcome and purified will be transformed into the love that is its counterpart. A loving hand is seldom one that has never been clenched in response to injustice or folly. Anger and love are complementary.\n \nTransmuted anger is love in action. That is what we learn from reality. Anger in moderation has the mission of leading human beings to love; we can call it the teacher of love. \n \nSource: Metamorphoses of the Soul Paths of Experience Vol. 1 – Lecture 2: The Mission of Anger – 5th December, 1909 – Munich – GA0058","1270"
"Love of ease and comfort are among the most widespread characteristics of contemporary humanity. If we should inquire the reason that most people fail to do something, the answer invariably is, love of ease! Whether we turn our attention to the most important things of life or to mere trifles, love of ease permeates them all. To hold onto the old, not being able to shake it off, is a form of ease.\n \nSource: GA140 – Life Between Death and Rebirth – IX – Life After Death – Linz, January 26, 1913","1269"
"Fanaticism is the worst thing in the world, particularly in education, — a fanaticism which makes a man press on in one direction and push ahead regardless of anything but his one aim, reduced to precise slogans.\n \nBut if one looks at the world, without prejudice one will concede: views and opinions are but views and opinions. If I have a tree here and photograph it, I have one view of it; the view from here has a definite form; but the view is different from here, and again different from over there; so that you might think it was not the same tree if you only had the pictures to go by. In the same way there are points of view in the world, there are outlooks. Each one only regards one aspect of things. If you know that things must be looked upon from the most manifold standpoints you avoid fanaticism and dwell in many-sidedness, in a universality.\n \nSource: GA305 – Spiritual Ground of Education: Lecture IX: The Teachers of the Waldorf School – 25th August, 1922 | Oxford","1268"
"You can only become good teachers and educators if you pay attention not merely to what you do, but also to what you are. It is really for this reason that we have Spiritual Science with its anthroposophical outlook: to perceive the significance of the fact that man is effective in the world not only through what he does, but above all through what he is. \n \nSource: GA293 – The Study of Man Lecture I – 21st August, 1919 | Stuttgart","1267"
"This will be so infinitely necessary to the future of mankind; that men accustom themselves to enter into reality. People think almost exclusively in words today; they do not think in real terms.\n \nSource: GA293 – The Study of Man Lecture VII – 28st August, 1919 | Stuttgart","1266"
"In the absolute sense, nothing is good in itself, but is always good or bad according to the use to which it is put. The best can be the worst if wrongly used. \n \nSource: GA193 – Influences of Lucifer/Ahriman: Lecture Three – Bern – 4th November, 1919","1265"
"People who call themselves practical imagine that their actions are guided by the most practical principles. When you look into the matter closely, you will, however, frequently discover that what they call their practical way of thinking is not thinking at all, but the mere “jogging along” with old opinions and acquired habits of thought. You will often find there is very little that is really practical behind it. What they call practical consists in this: they have learned how their teachers, or their predecessors in business, thought about the matter in hand, and then they simply take the same line. Anyone who thinks along different lines they regard as a very unpractical person. In effect, his thinking does not accord with the habits to which they have been brought up. In cases where something really practical has been invented, you will not generally find that it was done by any of the “practical” people.\n \nSource: GA108 – Practical Training in Thought – Carlsruhe 18th January, 1909","1264"
"Thus knowledge of the connection between the physical and the astral world enables us to have a clear understanding of the world in its inner process of development; things are often connected in quite a different way from what people like to imagine. Many people deplore pain and suffering, but from a higher point of view this is quite unjustified, for if they are overcome and the person is ready for a new incarnation, suffering and pain are the sources of wisdom, prudence and comprehensiveness of vision. Even in writing emanating from the modern, materialistic standpoint, we find it stated that there is something like “crystallised pain” in the face of every thinker. What this materialistically minded author says here has long been known to the occultist, for the greatest wisdom of the world is acquired by the quiet endurance of pain and suffering; this creates wisdom in the next incarnation.\n \nSource: GA99 – Theosophy of the Rosicrucian – VI The Law of Destiny – Munich 30th May, 1907","1263"
"Really nothing is worse during this esoteric progress than not to try to gain an understanding of every kind of human feeling and human sensation and human life. Of course, this does not postulate the principle — this must be emphasised again and again — that we should pass over all the wrong that is done in the world without criticism, for that would be an injustice towards the world; but it postulates something else; whereas before esoteric development we may have felt a certain pleasure in finding fault with some human failing, this pleasure in finding fault with other people entirely ceases in the course of esoteric development. Who does not know in external life people who like to deliver very pertinent criticisms of other people’s faults? Not that the pertinence of judgment over human faults has to cease, not that under all circumstances, such an act as was committed, let us say, by Erasmus of Rotterdam when he wrote his book, The Praise of Folly, should be condoned; no, it may be quite justifiable to be stern against the wrongs done in the world; but in the case of one who undergoes an esoteric development every word of blame he utters or sets in motion pains him, and prepares more and more pain for him. And the sorrow at being obliged to find fault is something which can also act as a barometer of the esoteric development. The more we are still able to feel pleasure when we are obliged to find fault or when we find the world ludicrous, the less we are really ready to progress; and we must gradually gain a sort of feeling that there is, developing more and more within us, a life which makes us see these follies and errors in the world with eyes, of which one is critical, and the other filled with tears, one dry and the other wet.\n \nSource: GA145 – The Effect of Occult Development Upon the Self and the Sheaths of Man – Lecture V – The Hague 24th March 1913","1262"
"Life in Devachan, if viewed in its reality, loses every element of comfortlessness; that the human being, when he ceases to regard it from his earthly, egotistical standpoint, can experience it as a condition of infinite blessedness — even apart from the fact that all freedom from the physical body, freedom from the lower nature in which he is enclosed here, brings with it a feeling of intense relief. The fact that these encasements have fallen away — this in itself brings a feeling of beatitude. Devachan is thus a time of expansion and expression in all directions; there is a richness and an absence of restriction that are never experienced on the earth.\n \nSource: GA99 – Theosophy of the Rosicrucian – V. Mans Communal Life Between Death and a New Birth. Birth into the Physical World – Munich 29th May 1907","1261"
"More and more generally it is being said that people should steep themselves in the very simplicity of the Gospels and not attempt to understand the Mystery of Golgotha by entering into the complexities of spiritual science. Those who feign unpretentiousness in their study of the Gospels are the most arrogant of all, for they despise the honest search for knowledge demanded in spiritual science. So arrogant are they that they believe the highest revelations of the spiritual world can be garnered without effort, simply by browsing on the simplicity of the Gospels. What claims to be “humble” or “simple” today is often supreme arrogance. In sects, in religious confessions — it is there that the most arrogant people are to be found.\n \nSource: GA193 – Influences of Lucifer/Ahriman: Lecture Three – Bern – 4th November, 1919","1260"
"Naturally the education officers regarded what was done in other schools (than the Waldorf School) as a kind of ideal. It is true they always said: one cannot attain the ideal, one can only do one’s best under the circumstances. Life demands this or that of us. But one finds in actual practice when one has dealings with them that they regard all existing arrangements set up either by state authorities or other authorities as exceptionally good, and look upon an institution such as the Waldorf School as a kind of crank hobby, a vagary, something made by a person a little touched in the head.\n \nSource: GA305 – Spiritual Ground of Education – Lecture VII: The Organisation of the Waldorf School – Oxford 23rd August 1922","1259"
"No one who really knows the consequences of immorality can in truth be immoral, for one is called upon to teach the true consequences that result from the causes. One should in fact direct people’s attention to them while they are still children. Immorality exists only because people have no knowledge. Only the darkness of untruth makes immoral actions possible.\n \nSource: GA127 – The Significance of Spiritual Research For Moral Action -Bielefeld, March 6 1911","1258"
"To this time (1882-1884) belongs still another youthful friendship very significant for me. This was with a young man who was in every way the opposite of the fair-haired youth. He felt that he was a poet. With him, too, I spent a great deal of time in stimulating talk. He was very sensitive to everything poetic. At an early age he undertook important productions. When we became acquainted, he had already written a tragedy, Hannibal, and much lyric verse.\n \nI was with both these friends in the “practice in oral and written lectures” which Schröer conducted in the Hochschule. From this course we three, and many others, received the greatest inspiration. We young people could discuss what we had arrived at in our minds and Schröer talked over everything with us and elevated our souls by his dominant idealism and his noble capacity for imparting inspiration.\n \nMy friend often accompanied me when I had the privilege of visiting Schröer. There he always grew animated, whereas elsewhere a note of burden was manifest in his life. Because of a certain discord he was not ready to face life. No calling was so attractive to him that he would gladly have entered upon it. He was altogether taken up with his poetic interest, and apart from this he found no satisfying relation with existence. At last he had to take a position quite unattractive to him. With him also I continued my connection by means of letters. The fact that even in his poetry he could not find real satisfaction preyed upon his spirit. Life for him was not filled with anything possessing worth. I had to observe to my sorrow, how little by little in his letters and also in his conversation the belief grew upon him that he was suffering from an incurable disease. Nothing sufficed to dispel this groundless obsession. So one day I had to receive the distressing news that the young man who was very near to me had made an end of himself.\n \nSource: GA28 – The Story of My Life – Chapter IV","1257"
"Another important quality is the “yea saying” sense. This can be developed in one who in all things has an eye for the good, beautiful, and purposeful aspects of life, and not, primarily, for the blameworthy, ugly and contradictory. In Persian poetry there is a beautiful legend about Christ, which illustrates the meaning of this quality. A dead dog is lying on the road. Among the passersby is Christ. All the others turn away from the ugly sight; only Christ pauses and speaks admiringly of the animal’s beautiful teeth. It is possible to look at things in this way, and he who earnestly seeks for it may find in all things, even the most repulsive, something worthy of acknowledgment. The fruitfulness in things is not in what is lacking in them, but in what they have. \n \nSource: GA12 – The Stages of Higher Knowledge – Chapter 1","1256"
"In human life joy is usually something one has not deserved through previous actions. When we investigate karma by occult means, we always discover that in most cases joy has not been earned, and we should accept it gratefully as sent to us by the gods, as a gift of the gods, and to say to ourselves: The joy which comes to meet us today ought to kindle in us the will to work in such a way as to take into ourselves the forces streaming to us through this joy, and to apply these usefully. We must look upon joy as a sort of prepayment on account for the future.\n \nIn the case of pain, on the other hand, we have usually merited this, and we always find the cause in our present life or in earlier lives. And we must then realise with the utmost clarity that we have often failed to conduct ourselves in our external life in accordance with this karmic mood. We are not able to conduct ourselves always in external life in the presence of what causes us pain in such a way that our conduct shall seem to be an acceptance of our destiny. We do not generally have an insight into such a thing at once — into the law of destiny. But, even though we are not able to conduct ourselves outwardly in such a way, yet the principal thing is that we shall do this inwardly.\n \nAnd even if we have conducted ourselves outwardly in accordance with this karmic mood, yet we should say to ourselves in the depths of our souls that we ourselves have been the cause of all such things. Suppose, for instance, that someone strikes us, that he beats us with a stick. In such a case it is generally characteristic for a person to ask: ‘Who is it that strikes me?’ No one says in such a case: ‘It is I that beat myself.’ Only in the rarest cases do people say that they punish themselves. And yet it is true that we ourselves lifted the stick against another person in days gone by. Yes, it is you yourself who then raised the stick. When we have to get rid of a hindrance, this is karma. It is karma when others hold something against us. It is we ourselves who cause something to happen to us as recompense for something we have done. And thus we come to a right attitude toward our life, to a broadening of our self, when we say: ‘Everything that befalls us comes from ourselves. Our own action is fulfilled outwardly even when it seems as if someone else performed it.’\n \nSource: GA130 – Esoteric Christianity and the Mission of Christian Rosenkreutz – Lecture 2 – Leipzig, 5th November 1911","1255"
